title,current_price,former_price,discount
Laptop Sleeve Case 13 14 15 15.6 16 Inch For Huawei Xiaomi HP Dell Notebook Carrying Bag For Macbook Air Pro 13.3 Case Men Women,53440,0,0%
"Lenovo IDEAPAD 15 INTEL CORE I3 12GB RAM 256GB SSD 15.6""FHD WINDOWS 11+ Mouse",460550,0,0%
Hp Pavilion 15 11th Gen Intel Core I5 512GB SSD 16GB RAM Touchscreen/Backlit Keyboard,880000,0,0%
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB SSD WIN 10+ USB LIGHT FOR KEYBOARD,130000,0,0%
Hp Stream 11 Pro Intel Celeron   4GB RAM- 64GB  WIN 10 + Flash,130000,0,0%
"Hp Envy 13 11th Gen Intel Core I5(8GB,256GB SSD)Backlit Keyboard13.3-inch Wins 10 Fingerprint Reader",970500,0,0%
"DELL Vostro 15 10th Gen, Intel Core I3 8GB RAM 256GB SSD 15.6"" HD Windows 10",450000,0,0%
Hp Notebook 11 - TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,0,0%
"Acer TravelMate B118 N4020 4GB 64GB 11.6"" Win10 Pro",287550,0,0%
15 Inch Waterproof Laptop Case Bag Organizer with Handle for Laptop / Notebook / for Shock-proof Briefcase,44422,0,0%
14 Inch Slim Classic Laptop Sleeve Case Computer Notebook Bag-Red,17220,0,0%
"DELL LATITUDE 3190 2in1 X360 INTEL PENTIUM, 8GB RAM,128GB SSD TOUCHSCREEN WIN 11 + Light",210000,0,0%
"Hpaay C HP ELITE DRAGONFLY G4 MULTI-TOUCH Core I7 32GB RAM, 1TB SSD",2500000,0,0%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,485000,0,0%
"Hp PAVILION 13 11TH GEN INTEL CORE I3 8GB RAM 256GB SSD BACKLIT KEYBOARD 13.3""FHD WINS 10",620000,0,0%
"Msi PRESTIGE 16 STUDIO A13VE-040US I7 13th 32gb/1Tb/16.0”,Backlit Keyboard, FPR, 6gb RTX 4050/,W11",3400000,0,0%
"DELL Vostro 15 10th Gen, Intel Core I3 8GB RAM 256GB SSD 15.6"" HD Windows 10",450000,0,0%
Women's Briefcase Computer 14 inch Bag For Macbook Air Leather Laptop Handbag Work Office Ladies Crossbody Bags For Dell Acer Hp,105544,0,0%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,0,0%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,0,0%
DELL ALIENWARE M16 R1 13TH GEN CORE I9 32GBRAM 1TBSSD 8GB NVIDIA,3673800,0,0%
"Hp 240 G9 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD 14"" HD BACKLIT KEYBOARD WINS 11",570600,0,0%
Used For LENOVO ThinkBook 15 G2 ITL ARE G3 ACL Laptop LCD Back Top Cover Lid Gray 5CB1B34808 5CB1B34809,64128,0,0%
13.3 Inch Laptop Sleeve Case With Handle Pocket Briefcase-Pink,19990,0,0%
Lenovo Ideapad 15 Intel Celeron 256GB SSD/4GB RAM Windows 10+ Mouse& USB Light For Keyboard,310000,0,0%
"Hp Pavilion 15-eg2106nia  - 12th Gen Core I7, 16GB 1TB SSD Touchscreen Backlit Keyboard, 2GB NVIDIA GEFORCE Win 11",1190000,0,0%
Hp CHROMEBOOK 11 INTEL  CELERON 2Gb RAM 16GB WINS 10+light,120000,0,0%
Universal Foldable Phone Tablet Desktop Stand Holder For,2135,0,0%
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard- Windows 11 Pro+ BAG,720000,0,0%
Hp Stream 11 - Intel Celeron- Education Edition - 4GB RAM - 64GB HDD Windows 10 Pro+ Keyboard USB Light,135000,0,0%
Brain  Cover For Macbook Air 13.6 15 Laptop Case M2 A2681 Funda Mac book Air 11 13 M1 Pro 13 14 16 A2338 A2442 A2337 Shell,56446,0,0%
Msi Prestige 16Studio A13VE 13TH GEN CI7 1TBSSD 32GB 6GB NVIDIA,2700800,0,0%
"Hp 14 13TH GEN INTEL CORE I3-N305 8GB RAM 512GB SSD 14"" FHD BACKLIT KEYBOARD WINS 11",520000,0,0%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,445000,0,0%
Laptop Sleeve Bag Notebook Case Pouch For 13.3 14 15.6 Inch Macbook Air Pro 16 HP Huawei Lenovo Dell Shoulder HandBag Briefcases,50267,0,0%
Hp Pavilion 15 11th Gen Intel Core I5 512GB SSD 16GB RAM Touchscreen/Backlit Keyboard,880200,0,0%
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/256GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,400000,0,0%
Asus Vivobook X515JA-BR4002W 15.6-inch HD Intel® Core™ I5 Processor 4GB RAM 512SSD WIND0W 11 HOME,619990,0,0%
"Hp 250 G10 13TH GEN INTEL CORE I3 16GB RAM 512GB SSD 15.6"" FHD WINS 11",622500,0,0%
"Hp Notebook 15 -Intel Core I3, 2.4Ghz, 1TB HDD, 4GB Ram+BAG-  32GB Flash, Mouse,  Webcam, Bluetooth, DVDRW, 15.6"", Win10",375000,0,0%
"Hp PAVILION 14 11TH GEN INTEL CORE I3 8GB RAM 256GB SSD BACKLIT KEYBOARD 14""FHD WINS 11",620000,0,0%
"Hp CHROMEBOOK 14 X360, TOUCHSCREEN,INTEL CELERON,4GB RAM,32GB SSD + KEYBOARD FLASHLIGHT",300000,0,0%
"DELL Latitude 3150 Intel Pentium 8GB RAM, 500GB HDD Windows 10 + Keyboard Flash Light",290000,0,0%
"Hp VICTUS GAMING 16 (2023) INTEL CORE I7  WIN11 16GB RAM 1TB SSD RTX 4060 (8GB) 16.1""FHD BACKLIT KEY",1750200,0,0%
Hp 15 Touchscreen 11th Gen Intel Core I3 8GB RAM/256GB SSD Win 11,590000,0,0%
"Hp Stream 14-intel Celeron,4GB RAM 32GB SSD,Win 10+ USB LIGHT",165000,0,0%
"Hp Pavilion 14 11th Gen Core I3 512GB SSD,16GB RAM Backlit Keyboard Win 10",670750,0,0%
"DELL Latitude 3160 Intel Celeron 4GB RAM, 128ssd Touchscreen Windows 10 + Keyboard Flash Light",400000,0,0%
DELL Latitude 3450 Core I3 256GB SSD 8GB RAM Wins 10 + Bag,220000,0,0%
Laptop Sleeve Bag Case For Macbook Air Pro 13 M1 M2  Notebook Sleeve Bag For Huawei ASUS Dell 11 12 13.3 14 15 15.6 16 Case,42752,0,0%
Laptop Backpack Anti-theft Waterproof School Backpacks with USB Charging vel Laptop Bag Hard Shell Computer Backpack 17 Inch,79993,0,0%
Bag for Apple MacBook Air M2 M1 13 6 3 Pro 14 2 Inch Mac Book Case Charger Waterproof Handbag Women A2681 A2337 ,60454,0,0%
Crystal Case For Apple Macbook Air Pro Retina 11 12 13 15 Laptop Cover For Mac book 13.3 inch,51770,0,0%
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- Windows 11 Pro + BAG,450000,0,0%
Hp EliteBook 840 G5 Core I5-16GB RAM/1TB SSD/Backlit/FP Reader,505000,0,0%
"Apple MacBook Air 13.6"" M3 Chip - 8GB - 256GB SSD -Touch ID - SILVER - 2024",1720999,0,0%
"Lenovo IDEAPAD 15 12TH GEN INTEL CORE I5 8GB RAM 256GB SSD 15.6""FHD INTEL IRIS XE GRAPHICS WINS 11",610500,0,0%
Laptop Bag Case Waterproof Notebook Messenger Bag 13.3 14 15.6 17.3 inch Laptop Sleeve for MacBook Lenovo HP Asus Acer Men Women,57949,0,0%
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ BAG,150000,0,0%
Hp Probook 11 G7 X360 Intel Celeron Touchscreen 4GB RAM 256GB SSD WIN 10 Pro,210000,0,0%
"Hp Pavilion 14 X360 11th Gen Intel Core I7,512 SSD, 16GB RAM, Backlit Keyboard,14""Touchscreen Wins 11",1250000,0,0%
"Heavy Duty Case For M2 MacBook Air 13.6 Inch 2022,Model Numbers: A2681",36420,0,0%
Flexible USB Led Lights For Laptop And Desktop,800,0,0%
"DELL LATITUDE 9520 X360 CORE I5 11TH GEN 16GB RAM 256GB SSD 15.6"" TOUCH/BACKLIT KEYS WINS 11",750500,0,0%
Hp 15 - Intel Celeron - 500GB HDD 4GB RAM - Windows 10 + Free LED Portable Lamp - Black,295000,0,0%
DELL LATITUDE 3380 INTEL CORE I3  512GB SSD 8GB WIN 11 Pro,320000,0,0%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,465000,0,0%
"DELL Latitude 3190 2in1 X360 INTEL PENTIUM, Touchscreen 128GB SSD 8GB WIN 11 Pro",180000,0,0%
Hp Pavilion 14 X360 Intel Core I3 8gb Ram 128gb SSD Windows 10,650000,0,0%
nsparent Case For Apple macbook Air 11.6 13.3/ Pro 13.3 15.4 Pro Retina 13 15 inch Protector For Mac book,59285,0,0%
Hp PROBOOK 440 G9 12TH GEN INTEL CORE I5 8GB RAM 512GB BACKLIT KEYBOARD WINS 11 PRO+ BAG,1015800,0,0%
Bill Counter Counting Machine,120000,0,0%
"Hp 15 Intel Core I3-2.0Ghz (8gb Ram,1TB Hdd )Windows 10",550800,0,0%
Laptop stand 10 levels adjustable portable,6075,0,0%
"Lenovo LEGION 5 GAMING 12TH GEN INTEL CORE I7 16GB RAM 512GB SSD RTX 3050 (4GB) 15.6"" RGB BACKLIT WIN 11",2280000,0,0%
Hp ProBook 11 X360- TOUCHSCREN-  Intel Pentium 256GB HDD 8GB RAM WIN10 Pro + Free Mouse,220000,0,0%
DELL ALIENWARE M18 R1 13TH GEN CORE I9 64GBRAM 2TBSSD 12GB NVIDIA,4860900,0,0%
Flexible USB Led Lights For Laptop And Desktop,800,0,0%
DELL Latitude 3180 Intel Celeron 128GB SSD 4GB RAM Wins 10 + Bag,170000,0,0%
"Apple MacBook Pro 16"" Laptop - M3 Max Chip - 36GB Memory - 30-core GPU - 1TB SSD- SILVER",4450000,0,0%
"Hp Pavilion 14 11th Gen Intel Core I3,16GB RAM, 512SSD,Iris X,Backlit Keyboard Wins 10+ Free Headset",671500,0,0%
Hp Pavilion 15-Intel Core-i5-1035G1512GB/12GB Touch/Backlit Keys,860600,0,0%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD - 8GB RAM -Backlit-Keypad - Windows 11 PRO + PEN,460000,0,0%
Hp ProBook 11 X360- TOUCHSCREEN Intel CELERON 128GB SSD- 4GB RAM Windows 10 Pro,175000,0,0%
"Hp ZBook Studio G10 Core I7 1TB SSD 32GB RAM 16"" Nvidia Win11Pr",2850000,0,0%
Laptop Cases for Macbook Pro 14 Case M2 A2779 A2918  Pro 16 Cover  M1 Mac Book Air 13 Case  13.6 A2681 Air 15.3 A2941,59285,0,0%
"Hp Pavilion 14 11th Gen Core I3 512GB SSD,16GB RAM Backlit Keyboard Win 10",690000,0,0%
Case For Hp Elitebook X360 1030 G3 G4 830 G7 835 G8 13.3 Laptop Sleeve Detachable Notebook Cover Bag Protective Skin Stylus Gift,85838,0,0%
Lenovo Ideapad 14 Inch Intel® Celeron® 4GB RAM DDR4 - 256 SSD Windows 11 +USB LIGHT & 32GB Flash,349999,0,0%
Laptop Cases for Macbook Pro 14 Case M2 A2779 A2991  Pro 16 Cover  M1 Mac Book Air 13 Case  13.6 A2681 Air 15.3 A2941,62124,0,0%
Hp Elitebook 1040 G10 X360 2in1 Core I7 16GB RAM - 512GB SSD,1800000,0,0%
"Hp Envy 15 X360 11th Gen, Intel Core I7 (16GB RAM,1TB SSD) - Backlit Keyboard -Wins 11",1320000,0,0%
"DELL LATITUDE 5289, INTEL CORE I5 7200U,8GB RAM,256GB SSD, Backlit KB TOUCHSCREEN,WIN 11+MOUSE",510000,0,0%
Hp ProBook 11 X360- TOUCH Intel Celeron 512GB 4GB RAM WIN10 Pro+32GB FLASH & USB LIGHT FOR KEYBOARD,385000,0,0%
  Laptop LCD Back Cover For HP Pavilion X360 14-CD Series 14-CD005NS LCD Top Case L22287-001 L22239-001 Touch Version,190714,0,0%
"Hp VICTUS GAMING 16 (2023) INTEL CORE I7 16GB RAM 1TB SSD RTX 4060 (8GB) 16.1""FHD BACKLIT KEY WIN 11",1750500,0,0%
"Hp Notebook 14 Intel Celeron 4GB RAM, 1TB HDD, Windows 10 Home",325000,0,0%
Hp ELITEBOOK 830 G7 BACKLIT KEYBOARD INTEL CORE I7 512SSD 16GB RAM  FINGERPRINT WINS 11 PRO,700900,0,0%
"DELL Latitude 3380,INTELCore I5,8GB RAM,500GB HDD,WINDOWS10 Pro+pouch Mouse",410000,0,0%
"Hp Pavilion 15 11th Gen Intel Core I7 15.6"" 16GB/512 SSD Win 10",1390000,0,0%
"DELL Chromebook 3400 - 14"" - Celeron - 4 GB RAM - 32 GB EMMC + Bag",150000,0,0%
Hp EliteBook 840 G10 14'',1284999,0,0%
"DELL LATITUDE 3190 INTEL CELERON,4GB RAM,128GB SSD + Keyboard Flash Light",135000,0,0%
Internal Speaker Replacement Parts For SAMSUNG RV511 RV520 RV515 RV509,13716,0,0%
Universal 14/15/17 inch DIY Laptop Decal Sticker Laptop Skin Cover for HP/Acer/Dell/ASUS/ /Xiaomi/macbook air Notebook,36406,0,0%
Hp ProBook X360 11 Touchscreen CI5-8GB DDR4 256GB SSD W10 P,319999,0,0%
Msi THIN GAMING 15 INTEL CORE I5-11400H 16GB RAM 512GB SSD RTX 3050 (4GB) RGB BACKLIT WINS 11,1150500,0,0%
Msi SUMMIT E13FLIP 12TH GEN CI7 512GBSSD 16GB TOUCH W11 BACKILT,1350860,0,0%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,0,0%
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,750000,0,0%
Case For ASUS VivoBook Flip 14 TM420 VivoBook14 F TP470 Laptop Sleeve Detachable Notebook Cover Bag Protective Skin Stylus Gifts,98196,0,0%
Used For HP ENVY X360 15-ED Laptop Case LCD Back Cover Rear Lid Top Case L93203-001 L93204-001,89178,0,0%
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,490000,0,0%
"DELL Latitude 3150 Intel Pentium 8GB RAM, 500GB HDD Windows 10 + Keyboard Flash Light",290000,0,0%
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,150000,0,0%
"DELL LATITUDE 3190 2in1 X360 INTEL PENTIUM,TOUCHSCREEN 4GB RAM,128GB SSD WIN 11 + Light",260000,0,0%
Hp 240 14 Inch G9 Notebook Pc - Core™ I3-1215u - 8gb Ram - 256gb Ssd - Freedos -8a5p9ea,510000,0,0%
Hp EliteBook 840 Intel Core I7- 16GB RAM/512 SSD-TOUCH & Backlit Keyboard/FP Reader Win11 Pro + BAG,620000,0,0%
"DELL Latitude 3310 Intel®️ Core™️ I5-Quad Core 256GB SSD 16GB RAM 13.3""WIN10 Pro",685000,0,0%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,505000,0,0%
"Hp PAVILION 14 12TH GEN BACKLIT KEYBOARD INTEL CORE I7 16GB RAM 512GB SSD 14"" TOUCHSCREEN  WINS 11",970000,0,0%
Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ Mouse & USB LIGHT,130000,0,0%
"Hp 15 10th Gen Intel Core I5 8GB RAM/1TB HDD 15.6"" Win 10+ Mouse",770500,0,0%
10 Steps Laptop Stand Tablet Stand,5400,0,0%
Power Switch Control Board For Repair Welding Hine Soldering Board Panel,14200,0,0%
Hp VICTUS GAMING 16 12TH GEN INTEL CORE I7 8GB RAM 1TB SSD GTX 1650 (4GB) WINS 11,1880000,0,0%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,0,0%
Hp ENVY 17 13TH GEN CORE I7 512GBSSD 16GB RAM TOUCH W11 BACKLIT,1944900,0,0%
"Acer TRAVELMATE P2 11th Gen, INTEL CORE I7 8GB RAM, 256GB SSD, Backlit Keyboard Wins 10",740000,0,0%
Hp Notebook 15 - Intel Core I3 -16GB RAM/1TB HDD 11TH GEN- Windows 11 +USB Light For Keyboard & Mouse,1800000,0,0%
"Asus NOTEBOOK 14 INTEL CELERON N4020 4GB RAM 128GB SSD 14"" HD WINS 11+ BAG",321500,0,0%
"Hp Pavilion 14 X360 11th Gen Core™ I5,8GB RAM 1TB SSD, Touchscreen/Backlit Keyboard, Wins 10+bag",940890,0,0%
Hp NoteBook 348 G5 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,600000,0,0%
"DELL Latitude 3510 10th Gen Intel Core I5 8GB RAM, 256GB SSD, Windows 10 Pro 15inch",655000,0,0%
"Hp Envy 15 X360 Intel Core I7 12th Generation 16GB Ram 1TB SSD Touch/Backlit Keyboard, Wins 11",1320500,0,0%
Hp Pavilion 15 11th Gen Core-i5 8GB RAM/512GB SSD Nvidia Graphics Mx350 Win 10,920600,0,0%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,465000,0,0%
"DELL INSPIRON GAMING 15 12TH GEN INTEL CORE I7 16GB RAM 1TB SSD RTX 3060 (6GB) 15.6"" WINS 11",2200000,0,0%
"For Apple Macbook Air 11"" 13""/Retina Pro 13"" 15""/ AIR 13"" A1932/12"" (A1534) Hard Shell Laptop Case + Keyboard Cover",44660,0,0%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,485000,0,0%
"Acer NITRO V 15 13TH GEN CORE I7 16GB RAM 512GB SSD NVIDIA RTX 4050 (6GB) 15.6"" FHD WINS 11",1660000,0,0%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BA,485000,0,0%
Hp EliteBook WIN11 840 G5 Intel Core I5/8GB RAM/256GB SSD+BAG,445000,0,0%
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD,189500,0,0%
Slim Portable Liner Sleeve for Alienware M18 M15 M17 X14 x15 x17 R5 R6 15.6 17 18 Laptop Bag AW1823V AW1723V AW1523V AW1423V,135437,0,0%
"Asus E410MA Intel Celeron 128GB, 4GB RAM Windows 10 + FREE 16GB Flash Drive",389990,0,0%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +USB Light,215000,0,0%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +BAG,465000,0,0%
"Lenovo Thinkpad X1 Carbon Gen 11 Core I5 (13th Gen) 256gb Ssd 16gb Ram 14"" Fhd Backlit K/board Win 11Pro",1355000,0,0%
DELL Latitude 5540 13th Gen Intel® Core™ I5-1335U 256 SSD 8GB RAM Wins 11 Pro Backlight Keyboard,965000,0,0%
DELL Latitude 7490 TOUCHSCREEN 512GB SSD/ Intel Core I7  /16GB RAM BACKLIGHT KEYBOARD-WIN 11PRO+BAG,570000,0,0%
Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ USB LIGHT FOR Keyboard,130000,0,0%
For HP Pavilion 15 15-CX CX0001la Gaming Laptop Top Case LCD Back Cover/Front Bezel/Hinges/Palmrest Keyboard Top Lower Case,247995,0,0%
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,150000,0,0%
"DELL ALIENWARE M16 R1,CORE I9-13900HX,4TB SSD/64GB RAM,16GB RTX 4090,16"" FHD+ DISPLAY,WIN 11 PRO",6000000,0,0%
"Lenovo LEGION 5 GAMING 12TH GEN INTEL CORE I7 16GB RAM 512GB SSD RTX 3050 (4GB) 15.6"" RGB BACKLIT WIN 11",2282000,0,0%
"Hp ENVY 15 X360 13TH GEN INTEL CORE I7 16GB RAM 512GB SSD 15.6"" TOUCHSCREEN BACKLIT KEYBOARD WINS 11",1300000,0,0%
"DELL LATITUDE 5430 12TH GEN, INTEL CORE I5 16GB RAM 512GB SSD BACKLIT KEYBOARD WINS 10",1100800,0,0%
9.0 Metal Mesh Tip Touch Screen Stylus Pen For-Light Blue,1414,0,0%
"Hp Envy 15 X360 11th Gen, Intel Core I7 (16GB RAM,1TB SSD) - Backlit Keyboard -Wins 11",1320800,0,0%
"Hp Pavilion 14-ek0020nia X360 - Core I5-1235u - 16gb Ram - 1tb Ssd - Touch Screen 14"" Fhd",1080000,0,0%
Multi-use Design Laptop Bag for Macbook Air Pro 13 14 15 16 17 inch M1 M2  Lenovo HP Notebook Shoulder Handbag Sleeve Case,91205,0,0%
"DELL ALIENWARE M16 R1,CORE I9-13900HX,1TB SSD/32GB RAM,12GB RTX 4080 GRAPHICS,16"" QHD+ DISPLAY,WIN 11",4950000,0,0%
"Hp Pavilion 15 Core-i5 1TB SSD/8GB Backlit Keyboard, 11th Gen Nvidia Graphics Mx350 Windows 11",995800,0,0%
7 9.7 12 13 15 17 inch Tablet Sleeve Notebook Case Mini PC Laptop Bag 11.6 13.3 15.4 15.6 Computer Cover For Asus Acer HP Dell,52939,0,0%
Hp NoteBook 348 G5 Intel Corei5-16GB RAM/1TB SSD/Backlit Keyboard-Win11+Pouch Mouse,425000,0,0%
"Asus Notebook Intel Celeron 4GB RAM 1TB HDD 15.6"" HD Backlit Keyboard Wins 11+ Mouse",340800,0,0%
Hp 15 INTEL CELERON BACKLIT KEYBOARD N4120 2.6GHZ 4GB RAM 256GB SSD WINS 11,400000,0,0%
Matte Laptop Case for MacBook Air Pro Retina 11 12 13 15 16 inch A1466 A1502 A1932 A2179 A1708 A2338 A1707 A2141 Touch Bar Cover,61289,0,0%
"Lenovo Thinkpad E570 Energy Star PC - Intel Core I3-6006U - 8GB RAM, 512GB SSD - Win 10 Pro",678000,0,0%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,0,0%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,505000,0,0%
"Hp FLEXIBLE USB LIGHT FOR COMPUTERS,LAPTOP & POWER BANK BLUE",4000,0,0%
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO HP +Mouse &USB Light For Keyboard,150000,0,0%
Hp Probook 11 G7 X360 Touchscreen Intel Pentium 8GB DDR4 RAM 256GB SSD WIN 10 + Keyboard Flashlight,229999,0,0%
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,490000,0,0%
Hp SPECTRE X360 14' 13TH GEN COREI7 1TB SSD 16GB RAM TOUCH PEN,1998800,0,0%
Hp EliteBook 830 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit/ TOUCHSCREEN FP Reader Wins 11 Pro + BAG,455000,0,0%
"Hp EliteBook 840 G8 1TB SSD, Core I7",1289610,0,0%
DELL LATITUDE 3420 11TH GEN CORE I7 512GBSSD 16GBRAM WIN11 WEBCAM,993800,0,0%
Lenovo IdeaPad Flex 5 Intel Ci7-1165G7 8GB 512GB SSD Win 11 Home,950750,0,0%
"Hp CHROMEBOOK 11 G4,INTEL CELERON,4GB RAM,32GB SSD + 32GB FLASH",100000,0,0%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD -8GB RAM -Backlit-Keypad - Windows 10 PRO + PEN,490000,0,0%
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,150000,0,0%
Hp AMD DUAL CORE 14'' 12GB RAM - 1TB HDD Windows 10+ Usb Light,320000,0,0%
"Hp Pavilion 14 X360 11th Gen Intel Core™ I7,1TB SSD, 16GB RAM, Backlit Keyboard,14""Touchscreen Wins 11",1300550,0,0%
Lenovo EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +,505000,0,0%
Hp ELITEBOOK 830 G7 INTEL CORE I7 512SSD 16GB RAM FP READER BACKLIT KEYBOARD WINS 11PRO,700000,0,0%
DELL Vostro 3510 15.6-inch HD 11th Gen Intel Core I3 8GB RAM 256GB SDD Win 11 PRO,460000,0,0%
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Windows 10 P,135000,0,0%
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,130000,0,0%
Msi THIN GAMING 15 INTEL CORE I5-11400H 16GB RAM 512GB SSD RTX 3050 (4GB) RGB BACKLIT WINS 11,1152500,0,0%
Hp EliteBook 840 G5 Intel Core I5-12GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,455000,0,0%
"Lenovo IDEAPAD INTEL CELERON 2.4GHZ 4GB RAM 256GB SSD 15.6"" WINS 10 PRO",298800,0,0%
USB2.0 HD Webcam Camera Web Cam With Mic For Computer PC Laptop Digital HD Video Camera Practical Camera Black+red,11870,0,0%
Asus VIVOBOOK FLIP 14 X360 INTEL PETIUM N6000 4GB RAM/512GB SSD TOUCH/BACKLIT KEYBOARD WINS 11+ PEN,471500,0,0%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,505000,0,0%
Asus VIVOBOOK FLIP 14 X360 PETIUM N6000 4GB RAM/512GB SSD TOUCH/BACKLIT KEYBOARD WINS 11+ STYLUS PEN,472000,0,0%
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN10 Pro +USB LIGHT FOR KEYBOARD,185000,0,0%
Hp NoteBook 348 G5 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,470000,0,0%
15/15.4/15.6 Inch Laptop Bag Sleeve Protective Case Briefcase-Black,26020,0,0%
Asus ROG Flow Z13 Gaming Intel Core I7-12700H 13.4” 16GB/512GB SSD Win 11,2439900,0,0%
DELL Latitude 3450 Intel Core I3 256GB SSD 8GB RAM Wins 10 + Bag,220000,0,0%
"Hp Pavilion 15 Intel Pentium Quad Core (8GB RAM,2TB HDD+ 32GB Flash) Windows 10 Laptop + Free Bag- Mouse- USB Light For Keyboard, Red",485000,0,0%
"DELL Latitude 3190 2in1 X360 INTEL PENTIUM, Touchscreen 512GB SSD 8GB WIN 11 Pro",310000,0,0%
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,455000,0,0%
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I5 16GB RAM 512GB SSD BACKLIT KEYBOARD FP READER WINS 11,780000,0,0%
Laptop Bag 13.3 15.6 17.3 inch For MacBook Air Pro 13 15 Pro 14 M1 Dell Lenovo HP Acer Men Women Messenger Bag Briefcase Sleeve,105878,0,0%
