title,current_price,former_price,discount
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Win 10+ GIFTS,150000,310000,52%
Hp ProBook 11 G1 X360 Convertible Intel Pentium Laptop 4GB RAM 256G Touchscreen Windows 10,195000,399250,25%
"DELL CHROMEBOOK 11, 4GB RAM, 16GB SSD + 32GBFLASH",117000,2390000,8%
"Hp Stream 14-intel Celeron,4GB RAM 64GB SSD,Win 10+ USB LIGHT",165000,960000,52%
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,540000,10%
"Apple MacBook Air 15"" Laptop - M2 Chip - 8GB Memory - 512GB SSD (Latest Model) - MIDNIGHT 2023",2250000,350000,40%
Hp ENVY 14 X360 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD BACKLIT KEYBOARD FP READER WINS 11,1270000,350000,40%
Hp ProBook 11 X360- TOUCH- 256GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG,350000,400000,23%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,800000,39%
"AOCWEI 15.6""Intel J4105 4-Core CPU Laptop Windows 11 6GB+256GB SSD 1920*1080 2.4G+5G WiFi +mouse",290900,870600,14%
"Hp Notebook 15 Intel Core I3 (4GB RAM,500GB HDD BAG-32GB Flash+ Mouse-USB Light For Keyboard)15.6-Inch Windows10",365000,2428,50%
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,465000,800000,37%
"Hp 15 Intel Pentium Quad Core (500GB HDD,4GB RAM +32GB Flash+ USB Light For Keyboard Windows 10 Laptop- Black",325000,350000,40%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,455500,5%
Hp EliteBook 840 G6 Intel Core I5-16GB RAM-256GB SSD-Backlit Keyboard 11 Pro+BAG,465000,116900,41%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,505000,490000,9%
"Hp Omen 16 Gaming 13th Gen Intel Core I7 16GB RAM/1TB SSD 16.1"" Nvidia RTX 4050 6GB WINS 11",1799000,1710000,74%
Hp EliteBook 840 G6 Intel Core I5-12GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,495000,680000,27%
"DELL Latitude 3380,INTELCore I3,8GB RAM,500GB HDD,WINDOWS10 Pro+pouch Mouse",380000,395000,25%
"Hp CHROMEBOOK 11 G4, INTEL CELERON, 4GB RAM,32GB EMMC WINS 10+",100000,950000,49%
"AOCWEI 14.1"" Intel Celeron N4020 6GB+256GB, SSD Support 1 TB，2.4G+5G Wi-Fi,1920*1080 Laptop Blue",250900,689000,11%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,1220000,6%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,485000,400000,55%
Mini Selfie Mobile Phone & Laptop Led Live Video Conference,25000,515000,2%
Hp Notebook 15 Intel Pentium 8GB RAM 500 HDD Win 10 + HP MOUSE,325000,6999999,44%
Hp EliteBook 830 G5 Intel Core I5-32GB RAM/1TB SSD/Backlit TOUCHSCREEN - FP Reader Wins 11 Pro + BAG,555000,29870,30%
Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/512 SSD/Backlit Keyboard/FP Win 11 Pro,475950,34000,19%
"Lenovo V14 AMD RYZEN 3 2.6GHz AMD RADEON GRAPHICS 12GB RAM 1TB HDD 14.0""DISPLAY WINS 11",368000,170000,21%
"Hp 15 Intel Pentium Quad Core (500GB HDD,4GB RAM +32GB Flash+ USB Light For Keyboard Windows 10 Laptop- Black",325000,480000,27%
Hp SPECTRE 14 X360 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD BACKLIT KEYBOARD FP READER WINS 11,1980900,1820000,7%
Airspace Adjustable Laptop Desk With Mouse Pad & Cooling Fan,27555,605000,20%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/256 SSD/Backlit Keyboard/FP Reader Win 11 Pro Laptop +BAG,465000,675000,19%
Hp ProBook11X360-TOUCHSCREEN Intel Pentium128GB SSD-4GB+pouch,190000,680900,26%
DELL Latitude X360 INTEL PENTIUM 128GB SSD 4GB WIN 10 Pro+pouch,174000,750000,31%
"DELL Latitude 3180 Intel Celeron 4GB RAM, 128GB SSD Windows 10 + Keyboard Flash Light",200000,500000,56%
"Lenovo IDEAPAD 15 INTEL CORE I3 12GB RAM 256GB SSD 15.6""FHD WINDOWS 11+ Mouse",465500,370000,41%
"DELL LATITUDE 3190 INTEL CELERON,4GB RAM,256GB SSD + Keyboard Flash Light",165000,155000,19%
"DELL LATITUDE 3190, INTEL CELERON,4GB RAM,128GB SSD+LIGHT",135000,500000,3%
Lenovo 65W USB TYPE-C Laptop Charger,19900,800000,38%
Type-C Ethernet LAN Network Adapter 10/100/1000Mbps,9500,200000,21%
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro,170000,400000,24%
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,130000,480000,5%
"Hp 15 VICTUS GAMING, 13TH GEN INTEL CORE I5, 16GB RAM, 512GB SSD NVIDIA RTX 3050 (6GB) WINS 11",1310000,52250,30%
Silicone Desktop Keyboard Skin Cover For HP 15.6inch BF Laptop Black,2653,500000,3%
"Hp 15 VICTUS GAMING, 12TH GEN INTEL CORE I5, 8GB RAM, 512GB SSD,4GB NVIDIA RTX 3050 WINS 11",1310000,600000,23%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Win11 Pro Laptop+MOUSE,505000,465500,1%
"Hp FLEXIBLE USB LIGHT FOR COMPUTERS,LAPTOP & POWER BANK BLUE",2500,228000,45%
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,125000,699000,5%
"DELL Vostro 15 10th Gen, Intel Core I3 8GB RAM 256GB SSD+ 1TB HDD 15.6"" HD Windows 10",480000,250000,12%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +BAG,505000,1360000,6%
DELL Latitude 7490 TOUCHSCREEN 512GB SSD/16GB RAM/ Intel Core I5 / BACKLIGHT KEYBOARD-WIN 11PRO+BAG,445000,400000,4%
Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG,370000,390000,3%
"Apple MacBook Pro 14"" Laptop - M3 Pro Chip - 18GB  - 14-core GPU - 512 SSD - Space Black/2023",3050000,40000,38%
Hp Pavilion 15 1Tera Byte 12th Gen Touchscreen Intel Core I7,950000,600000,19%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,253000,41%
2Pcs Capacitive Pen Touch Screen Stylus Pencil For-Black,1156,478800,4%
Lenovo THINKPAD X1 YOGA 14 TOUCHSCREEN INTEL CORE I5 8GB RAM 256GB SSD BACKLIT KEYBORD WINS 11+ STYLUS PEN,570500,800000,13%
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,520000,11%
"DELL Latitude 3340, Intel Celeron, 500GB 8GB RAM Windows 10 Pro",200000,570000,11%
DELL Alienware M16 R1 RTX 4090 4TB SSD 64GB RAM,5350000,350000,29%
"Apple 13.6"" MacBook Air (M2, Midnight) 8GB /512GB",2150000,525000,13%
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BA,485000,690000,25%
"DELL LATITUDE 3380, INTEL CORE I3 ,8GB RAM,256GB SSD ,WIN 11+ LIGHT",265000,2150000,8%
Hp Pavilion 15 - Intel Core I3 8GB RAM- 12TH GEN- 512GB SSD-Windows 11+USB Light For Keyboard &mouse,510000,300000,20%
"Lenovo IDEAPAD INTEL CELERON 2.4GHZ 4GB RAM 256GB SSD 15.6"" WINS 10 PRO",298000,600000,48%
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,505000,4025000,18%
Hp ProBook 11 X360- TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,220000,400000,45%
Asus ROG Strix SCAR 16 Gaming G634JZ 13th Gen Intel Core I9 32GB RAM/1TB SSD 12GB Nvidia 4080 Win 11,4950000,990000,54%
"Acer Nitro 17 Gaming Laptop, 1tb/16gb RTX 4060, Ryzen 7",1850000,800000,37%
Flexible USB Led Lights For Laptop And Desktop,800,460000,4%
"Hp CHROMEBOOK 11 G4, INTEL CELERON, 4GB RAM,32GB SSD",100000,599000,25%
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD WIN 10+ USB LIGHT FOR KEYBOARD,130000,160000,25%
Hp SPECTRE 14 X360 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD BACKLIT KEYBOARD FP READER WINS 11,2250200,580000,22%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,400000,38%
"Power Plus 350,000,000mwh  Ultra Massive Laptop Power Bank",308000,182000,29%
"Lenovo Ideapad 15.6"" Intel Celeron 4GB RAM 256 SSD Wins 10pro",298800,800000,36%
14 Inch Laptop Sleeve Case With Handle Pocket Briefcase Waterproof HandBag,20910,550000,12%
New Adjustable Folding Laptop Stand Desk,30999,880000,2%
"DELL Latitude 3190 2in1  Intel Pentium 8GB RAM, 128GB SSD Windows 10 + Keyboard Flash Light",195000,4000,54%
Hp Probook 11 G7 Intel Celeron Touchscreen 4GB DDR4 RAM 256GB SSD  Windows 10 + Bag,200000,200000,33%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows11 Pro+MOUSE,470000,73480,42%
DELL Latitude 3189 X360 INTEL PENTIUM 256GB SSD 4GB WIN  +Keyboard Light,245000,75150,42%
Asus TUF Gaming F15 FX506HC Intel Core I7 16GB / 512GB SSD NVIDIA 4GB RTX™ 3050 Win 11,1660000,963000,1%
3Pcs Universal Phone Tablet Touch Screen Pen Stylus For,1672,600000,16%
"DELL XPS 15 9530 (Silver/Black) - 15.6"" Full HD Display - 32GB RAM - 13th Gen Intel Core I7-13700H Processor (Up To 5.5GHz) - 1TB SSD - 4GB Intel Arc A370M Graphics  - Windows 11 Home X64",2200000,930000,54%
"DELL LATITUDE 3190 2in1 X360 INTEL PENTIUM,TOUCHSCREEN 8GB RAM,512GB SSD WIN 11 + Light",280000,900000,20%
Lenovo Ideapad  Intel Celeron 1TB HDD 4GB RAM Win 10 PRO + MOUSE,310000,300000,57%
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse &USB Light For Keyboard,150000,880000,49%
"Lenovo IDEAPAD 1 INTEL CELERON 2.4GHZ 4GB RAM 256GB SSD 15.6"" WINS 10 PRO",298630,1179000,12%
"DELL INSPIRON GAMING 15 12TH GEN INTEL CORE I7 16GB RAM 1TB SSD RTX 3060 (6GB) 15.6"" WINS 11",2200500,475000,5%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/256 SSD/Backlit Keyboard/FP Reader Win 11 Pro Laptop + BAG,465000,730000,31%
Super Scanner UareU 4500 Biometric Fingerprint Scanner,79000,478000,23%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,485000,650000,6%
"DELL LATITUDE 3190 2in1 X360 INTEL PENTIUM,TOUCHSCREEN 4GB RAM,256GB SSD WIN 11 + Light",210000,88510,42%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,210000,1485000,11%
Hp Ideapad 15 Laptop Intel Celeron - 1000GB HDD/4GB RAM- Windows 10 + Mouse& USB Light For Keyboard,310000,730000,31%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,485000,1699000,22%
Adjustable Folding Laptop Stand With Cooling Fan,32000,6800000,4%
"Hp CHROMEBOOK 11 G4, INTEL CELERON, 4GB RAM,32GB EMMC + FLASH",100000,260000,23%
"DELL LATITUDE 9520 X360 11TH GEN CORE I5 16GB RAM 256GB SSD 15.6"" TOUCH/BACKLIT KEYS WINS 11",750600,310000,52%
"Asus ROG STRIX G16, I9,13thGEN, 1TB/16GB, RTX 4070",2855000,450000,14%
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Windows 10 P,126999,900000,44%
1Pc Anti-Fouling Two Finger Glove For Artist Drawing-Black,1214,100000000,99%
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,1999000,25%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +USB Light,210000,1039000,9%
Lenovo V15 Intel Core I3 8GB RAM 1TB HDD Wins 10 Pro +Free Led Lamp,435000,800000,38%
PU Leather women Laptop Bag Notebook Carrying Case Briefcase for Macbook Air 13.3 14 15.6 inch men Handbags shoulder Mouse Bag,68637,650000,41%
Hp ProBook11X360-Touscheen Intel Celeron256gb SSD-4GB Ram Pouch,195000,250000,19%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro+BAG,445000,29870,30%
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- Windows 11 Pro + BAG,450000,778000,36%
Hp EliteBook 830 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit/ TOUCHSCREEN- FP Reader Wins 11 Pro + BAG,495000,200000,38%
"Lenovo Ideapad Intel Celeron 4GB RAM 256 SSD 15.6"" Windows 10",298000,550000,19%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512 SSD/Backlit,485000,7000,21%
"Hp 15 TOUCHSCREEN 11TH GEN, INTEL CORE I3, 16GB RAM, 256GB SSD, WINS 11+ Bag",615500,400000,45%
Msi THIN GAMING 15 INTEL CORE I5-11400H 16GB RAM 512GB SSD RTX 3050 (4GB) RGB BACKLIT WINS 11,1150500,4000,50%
"Hp 15 10th Gen Intel Core I3 12GB RAM, 1TB HDD-WIN 10+ Mouse",365000,396000,24%
"DELL Latitude 3190 2in1 X360 INTEL PENTIUM, Touchscreen 128GB SSD 8GB WIN 11 Pro",180000,230000,2%
"DELL XPS 15 9530 CORE I9-13900H 2TB SSD 64GB RAM,8GB NVIDIA RTX 4070,15.6"" OLED TOUCHSCREEN,FP,Win11 PRO",5770000,250000,12%
"Acer Aspire 5 Slim AMD Ryzen 5, 256gb Ssd 8gb Ram, Backlit",555600,2590000,13%
Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,110000,580000,13%
Hp EliteBook 840 G5 Intel Core I5- Touchscreen 16GB RAM/512GB SSD/Backlit Keyboard Wins 11 +BAG,505200,20000,25%
Hp ProBook 11 X360- TOUCHSCREEN Intel Pentium 128GB SSD- 4GB RAM WINDOWS10 Pro,175000,520000,13%
"Apple MacBook Pro 16.2"" M3 Pro - 12‑core CPU, 18‑core GPU 18GB - 512GB SSD - Space Black - 2023",3950999,180000,31%
"Apple MacBook Pro 14"" Laptop - M3 Chip - 16GB  - 10-core GPU - 512 SSD - Space Grey/Silver/2023",3050000,700000,35%
15 Inch Laptop Sleeve Case With Handle Pocket Briefcase Waterproof HandBag,20910,950000,47%
Hp Stream 11 Intel Celeron Mini Laptop(32GB HDD/2GB Ram- 32GB Flash - USB LIght)Wins 10,155000,800000,10%
Airspace Adjustable Laptop Desk With Mouse Pad And Cooling Fan,27500,550000,7%
Hp Stream 11 - Intel Celeron- Education Edition - 4GB RAM - 64GB HDD Windows 10 Pro+ Keyboard USB Light,135000,950000,49%
Hp ProBook 11 X360- TOUCH- 256GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG,350000,800000,6%
"Acer NITRO V 15 13TH GEN CORE I7 16GB RAM 512GB SSD NVIDIA RTX 4050 (6GB) 15.6"" FHD WINS 11",1690000,399250,25%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,485000,2999999,33%
Hp Probook 11X360 Touchsceen Intel Pentium 256gb Ssd /4gb Ram+32GB Flash Mouse,200000,182000,18%
"Hp 15 12th Gen Intel Core I3 15.6"" 8GB RAM/256GB SSD FP Reader Win 11",545000,1050000,5%
Hp EliteBook 840 G6 Intel Core I5 16GB RAM/512GB SSD/Backlit Keyboard/ Touch Screen FP Reader Windows 11 Pro +BAG,505000,16500,22%
Hp EliteBook 830 G6 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/Windows 11 Pro+BAG,515000,399000,67%
"DELL LATITUDE 3190 2in1 INTEL PENTIUM,TOUCHSCREEN 8GB RAM,256GB SSD WIN 11 + Light",220000,500000,2%
Hp ProBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,220000,2150000,14%
"Apple MacBook Air 15"" Laptop - M2 Chip - 8GB Memory - 256GB SSD (Latest Model) - MIDNIGHT 2023",1850000,600999,19%
Hp Stream 11 PRO Intel Celeron 4GB RAM- 64GB SSD WIN 10+ USB LIGHT FOR KEYBOARD,125000,255000,24%
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,485000,100000000,99%
"DELL LATITUDE 5289, INTEL CORE I5 7200U,8GB RAM,256GB SSD, Backlit KB TOUCHSCREEN,WIN 11+MOUSE",499000,200000,5%
DELL Latitude 3190 INTEL CELERON 128GB SSD 4GB WIN 10 Pro+pouch,159000,890000,38%
"DELL Latitude 3190 2in1  X360 INTEL PENTIUM, Touchscreen 512GB SSD 8GB WIN 11 Pro",305000,300000,3%
Hp EliteBook 840 G5 TOUCHSCREEN Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 + BAG,455000,800000,53%
Heavy Duty Case For MacBook Pro 13 Inch 2022/2021/2020/2019/2018/2017/2016,36580,1090000,11%
Lenovo EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,485000,550000,18%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,465000,599000,42%
Hp ProBook 11 X360- TOUCH- 256GB SSD/8GB RAM-Intel Ci5- W 11,299999,655900,29%
"Lenovo IDEAPAD 15 INTEL CORE I3 8GB RAM 256GB SSD 15.6""FHD WINDOWS 11+Headset",460500,33000,92%
"Hp CHROMEBOOK  INTEL CELERON ,4GB RAM,16GB WINDOWS 10",125000,250000,4%
"Asus X515EA Intel Core I7-1165G7 15.6"" 8GB RAM/256GB SSD Win 11",665000,300000,57%
DELL Latitude 3450 Core I3 256GB SSD 8GB RAM Wins 10 + Bag,220000,700900,37%
"Hp PAVILION GAMING 15 11TH GEN INTEL CORE I5 8GB RAM 512GB SSD RTX 3050 15.6"" FHD WINS 11",1280000,578000,13%
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN10 Pro & USB LIGHT FOR KEYBOARD,385000,1550000,16%
Latitude E7450 Refurbished 8GB 500GB Core I5-5200U,380000,9000,72%
Mini Selfie Mobile Phone & Laptop Led Live Video Conference,25000,900000,44%
Hp EliteBook 840 G6 Intel Core I5-8GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,485000,985000,3%
"DELL Chromebook 3400 - 14"" - Celeron - 4 GB RAM - 32 GB EMMC + Bag",150000,765000,28%
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse &USB Light For Keyboard,150000,178690,42%
Lenovo Thinkpad T480 Intel i7 8th Gen 8G 16GB 256GB 12GB Laptop 14inch Quad Core,458400,33000,88%
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,699999,702000,20%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,465000,9669,30%
Apple MacBook Air 13-inch 2022 M2 / 8GB / 256GB SSD / 8-Core GPU / Space Gray,1900000,337000,5%
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,505000,450000,71%
Hp ProBook 11 X360- TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,250000,395000,10%
"Lenovo IDEAPAD 15 INTEL CORE I3 8GB RAM 256GB SSD 15.6""FHD WINDOWS 11",456500,4504500,5%
"Hp 14 13TH GEN INTEL CORE I3-N305 8GB RAM 512GB SSD 14"" FHD BACKLIT KEYBOARD WINS 11",520000,500000,56%
"Apple MacBook Pro 13.3"" (2019) - Intel® Core™ I7, 2.8Ghz,512 GB SSD, 16GB RAM Silver",1980000,400000,4%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,850000,12%
Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch,190000,490000,21%
Lenovo Ideapad Intel Celeron 1TB HDD/4GB RAM Windows 10 Pro+ Mouse& USB Light For Keyboard,310000,650000,15%
Hp Envy 16 - 13th Gen Intel Core I9-13900H - 16.0'' WQXGA Touchscreen Display - 64GB RAM / 2TB SSD - 8GB NVIDIA GeForce RTX 4060 - 5MP IR Camera - Windows 11 Home,3300000,750000,7%
Hp ProBook 11 X360-  256GB SSD- TOUCHSCREEN Intel CELERON 4GB RAM WIN10 Pro +USB LIGHT& 32GB FLASH,220000,187000,20%
Hp EliteBook 830 G6 TOUCHSCREEN Core I5-8GB RAM/256GB SSD/KEYBOARDLIGHT/FP Reader Win 11 Pro+BAG,455000,55850,1%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,505000,990000,51%
"Hp 15 Intel Pentium Silver Quadcore (500GB HDD, 4GB RAM,Wins10",440000,258000,21%
"Lenovo Ideapad 15 10th Gen, Intel Core I3 12GB RAM,1TB HDD Wins 10+ 32GB Flash Drive",450300,29870,30%
Hp Stream 11 Intel Celeron Quad Core - 64GB SSD 4GB RAM Windows 10 PRO + USB Light For Keyboard,120000,800000,30%
Hp ELITEBOOK 840 G8 11TH GEN CORE I7 16GB RAM 512GB SSD BACKLIT,1081800,700000,31%
"Hp CHROMEBOOK 11 G4,Celeron,4gb RAM,32gb SSD + 32GB Flash",90000,665000,30%
Hp EliteBook 830 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit/ TOUCHSCREEN FP Reader Wins 11 Pro + BAG,455000,1699000,22%
1000Mbps Ethernet LAN Network Adapter Cable Por PC K Laptop Type-c To,12000,680500,26%
"DELL LATITUDE 3190 2in1 X360 INTEL PENTIUM, 8GB RAM,512GB SSD TOUCHSCREEN WIN 11 + Light",250000,100000000,99%
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ BAG,130000,580000,26%
"DELL LATITUDE 7400, CORE I5-8365U-14"",8GB, 256SSD, TOUCHSCREEN, BACKLIT KB, WIN 11 PRO",510000,399000,62%
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro  +BAG,485000,800000,13%
Hp Pavilion 15 X360 12th Gen Intel Core I3 8GB RAM/512 SSD Win 11,860000,200000,1%
One Flexible USB LED Lights For Laptop And Desktop Keyboard,1850,920000,47%
"DELL LATITUDE 3190, INTEL CELERON,4GB RAM,128GB SSD+LIGHT",135000,520000,14%
For Apple MacBook Pro 14 a2779 A2442 A2992 Laptop Case macbook 13 15 16 inch Case Mac Book Air Pro 13 A2338  M2  Air case,42752,20000,88%
Shoulder Bag for MacBook Air M1 Case  M2 13 inch Laptop Bag for iPad Air 5 Pro 12.9 11 10th Gen 8 7 Plus women / men,43921,260000,15%
Hp ProBook11X360-TOUCHSCREEN Intel Pentium 256GB SSD-4GB+pouch,199000,250000,22%
Super Scanner UareU 4500 Biometric Fingerprint Scanner,80200,645000,6%
DELL XPS 13 9315 DXP9315i5NT 12th Gen Core i5-1230U 13.4 Inch FHD 8GB RAM 512GB SSD Win 11 Home,962000,1800000,22%
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,200000,28%
"Hp CHROMEBOOK 11 G4, INTEL CELERON, 4GB RAM,64GB SSD + FLASH",110000,2952,50%
"Asus TUF Gaming F15 FX516PC Intel Core I7 15.6""16GB/512 SSD Nvidia GPU 4GB Win 11",1619900,300000,3%
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10,125000,792000,13%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD-8GB RAM-Backlit -Touch + PEN Windows 10 PRO +HAND FAN,430000,170000,24%
Hp ELITEBOOK 840 G7 INTEL CORE I7 16GB RAM 512GB SSD BACKLIT KEYBOARD FP READER WINS 11,720000,1900000,8%
Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch,185000,1645000,23%
Hp Stream 11 Intel Celeron 4gb Ram 64 HDD Win 10+ Keyboard Flash Light,130000,950000,55%
Hp Stream 14 Intel Celeron - 64GB HDD- 4GB RAM Windows 10+ 32GB Flash,175000,985000,6%
Hp PROBOOK X360 11 INTEL PENTIUM 128GB SSD 4GB RAM TOUCHSCREEN WINDOWS 11 PRO,170000,600999,23%
Hp ProBook 11 X360- TOUCHSCREN-  Intel Pentium 128GB HDD 4GB RAM WIN10 Pro + Free BAG,175000,1330999,64%
"Asus Intel Celeron 11.6"" 4GB/128GB Win 10",2000000,650000,22%
Hp ProBook 11 X360 128GB TOUCH Intel PENTIUM 8GB RAM WIN10 Pro+USBLIGHT For Keyboard,250000,310000,29%
"Apple MacBook Pro 13.3"" - 256GB - 8cores - Space Grey - M2 - 2022",1950000,990000,49%
DELL Latitude 7490 TOUCHSCREEN-  Intel Core I5- 512GB SSD/16GB RAM-BACKLIGHT KEYBOARD-WIN 11PRO+BAG,445000,660000,28%
Hp 15 Victus Gaming 12th Gen Intel Core I5 8GB RAM/512GB SSD 4GB Nvidia GTX 1650 Win 11,1040000,2890000,20%
Hp DRAGONFLY G2 X360 11TH GEN COREI5 256GB SSD 16GB TOUCH PEN,994900,250000,14%
DELL XPS 15' 9530 13TH GEN CI7 512GB 16GB 4GB INTEL ARC GRAPHICS,1946900,300000,28%
